ts,slice,ifname,rx_bytes,rx_pkts,tx_bytes,tx_pkts,probe_rtt_ms,probe_loss,tun_exists
2025-11-25T15:31:59.084238Z,embb,uesimtun0,130096,2530,3435041761,2499132,,1,1
2025-11-25T15:31:59.084238Z,urllc,uesimtun1,24395,427,403227574,4383128,,1,1
2025-11-25T15:31:59.084238Z,mmtc,uesimtun2,36282,613,63100499,46837,,1,1
2025-11-25T15:32:00.084292Z,embb,uesimtun0,130096,2530,3435041889,2499134,,1,1
2025-11-25T15:32:00.084292Z,urllc,uesimtun1,24395,427,406818814,4422164,,1,1
2025-11-25T15:32:00.084292Z,mmtc,uesimtun2,36282,613,63100627,46839,,1,1
2025-11-25T15:32:01.084243Z,embb,uesimtun0,130096,2530,3435042101,2499137,,1,1
2025-11-25T15:32:01.084243Z,urllc,uesimtun1,24395,427,410414654,4461250,,1,1
2025-11-25T15:32:01.084243Z,mmtc,uesimtun2,36282,613,63100755,46841,,1,1
2025-11-25T15:32:02.084352Z,embb,uesimtun0,130096,2530,3435042313,2499140,,1,1
2025-11-25T15:32:02.084352Z,urllc,uesimtun1,24395,427,414007918,4500308,,1,1
2025-11-25T15:32:02.084352Z,mmtc,uesimtun2,36282,613,63100799,46842,,1,1
2025-11-25T15:32:03.084122Z,embb,uesimtun0,130096,2530,3435042357,2499141,,1,1
2025-11-25T15:32:03.084122Z,urllc,uesimtun1,24395,427,417601742,4539372,,1,1
2025-11-25T15:32:03.084122Z,mmtc,uesimtun2,36282,613,63101095,46846,,1,1
2025-11-25T15:32:04.084022Z,embb,uesimtun0,130096,2530,3435042401,2499142,,1,1
2025-11-25T15:32:04.084022Z,urllc,uesimtun1,24395,427,421197690,4578459,,1,1
2025-11-25T15:32:04.084022Z,mmtc,uesimtun2,36282,613,63101391,46850,,1,1
2025-11-25T15:32:05.083886Z,embb,uesimtun0,130096,2530,3435042529,2499144,,1,1
2025-11-25T15:32:05.083886Z,urllc,uesimtun1,24395,427,424790050,4617507,,1,1
2025-11-25T15:32:05.083886Z,mmtc,uesimtun2,36282,613,63101771,46855,,1,1
2025-11-25T15:32:06.083950Z,embb,uesimtun0,130096,2530,3435042825,2499148,,1,1
2025-11-25T15:32:06.083950Z,urllc,uesimtun1,24395,427,427981850,4652201,,1,1
2025-11-25T15:32:06.083950Z,mmtc,uesimtun2,36282,613,63101983,46858,,1,1
2025-11-25T15:32:07.084011Z,embb,uesimtun0,130096,2530,3435043121,2499152,,1,1
2025-11-25T15:32:07.084011Z,urllc,uesimtun1,24395,427,430381620,4678287,,1,1
2025-11-25T15:32:07.084011Z,mmtc,uesimtun2,36282,613,63102111,46860,,1,1
