ts,embb_rate,urllc_rate,mmtc_rate,action,reason,embb_bps,urllc_bps,mmtc_bps,embb_rtt_ms,urllc_rtt_ms,mmtc_rtt_ms
2025-12-11T19:31:08.229736Z,50mbit,10mbit,800kbit,none,,0,0,0,38.03386688232422,0.183868408203125,0.18029212951660156
2025-12-11T19:31:08.729338Z,50mbit,10mbit,800kbit,none,,0,0,0,38.018035888671875,0.1735210418701172,0.17490386962890625
2025-12-11T19:31:09.229209Z,50mbit,10mbit,800kbit,none,,0,0,0,38.02595138549805,0.1735210418701172,0.18358230590820312
2025-12-11T19:31:09.728996Z,50mbit,10mbit,800kbit,none,,0,0,0,38.02895545959473,0.16160011291503906,0.1834392547607422
2025-12-11T19:31:10.228930Z,50mbit,10mbit,800kbit,none,,0,0,0,57.53517150878906,0.16241073608398438,0.22530555725097656
2025-12-11T19:31:10.729110Z,50mbit,10mbit,800kbit,none,,0,0,0,19.844436645507812,0.16889572143554688,0.2308368682861328
2025-12-11T19:31:11.229051Z,50mbit,10mbit,800kbit,none,,0,0,0,19.856548309326172,0.16527175903320312,0.2173900604248047
2025-12-11T19:31:11.729786Z,50mbit,10mbit,800kbit,none,,0,0,0,19.85955238342285,0.1788616180419922,0.19860267639160156
2025-12-11T19:31:12.229213Z,50mbit,10mbit,800kbit,none,,0,0,0,19.878101348876953,0.19707679748535156,0.19860267639160156
2025-12-11T19:31:12.729693Z,50mbit,10mbit,800kbit,none,,0,0,0,0.35490989685058594,0.2090930938720703,0.2003192901611328
2025-12-11T19:31:13.229505Z,50mbit,10mbit,800kbit,none,,0,0,0,0.3589153289794922,0.2070903778076172,0.1522541046142578
2025-12-11T19:31:13.729053Z,50mbit,10mbit,800kbit,none,,0,0,0,0.3551006317138672,0.2056121826171875,0.14715194702148438
2025-12-11T19:31:14.229383Z,50mbit,10mbit,800kbit,none,,0,0,0,0.35414695739746094,0.2056121826171875,0.16632080078125
2025-12-11T19:31:14.729356Z,50mbit,10mbit,800kbit,none,,0,0,0,0.33097267150878906,0.19888877868652344,0.16503334045410156
2025-12-11T19:31:15.229807Z,50mbit,10mbit,800kbit,none,,0,0,0,0.33659934997558594,0.19888877868652344,0.16698837280273438
2025-12-11T19:31:15.729404Z,50mbit,10mbit,800kbit,none,,0,0,0,0.3245830535888672,0.1826763153076172,0.1605510711669922
2025-12-11T19:31:16.229368Z,50mbit,10mbit,800kbit,none,,0,0,0,0.33621788024902344,0.16489028930664062,0.1605510711669922
2025-12-11T19:31:16.730147Z,50mbit,10mbit,800kbit,none,,0,0,0,0.35109519958496094,0.17905235290527344,0.15153884887695312
2025-12-11T19:31:17.229826Z,50mbit,10mbit,800kbit,none,,0,0,0,0.3501415252685547,0.1774311065673828,0.148773193359375
2025-12-11T19:31:17.728926Z,50mbit,10mbit,800kbit,none,,0,0,0,0.34775733947753906,0.1793384552001953,0.1822948455810547
2025-12-11T19:31:18.229119Z,50mbit,10mbit,800kbit,none,,3840,3840,3840,176.9979476928711,0.17986297607421875,0.18835067749023438
2025-12-11T19:31:19.115565Z,50mbit,10mbit,800kbit,none,,7040,7680,7680,176.96022987365723,0.18057823181152344,0.18835067749023438
2025-12-11T19:31:19.616437Z,50mbit,10mbit,800kbit,none,,14544,14736,16336,240.68231582641602,0.28824806213378906,0.2292633056640625
2025-12-11T19:31:20.115940Z,50mbit,10mbit,800kbit,none,,14560,13728,12128,240.70258140563965,0.2922534942626953,0.27604103088378906
2025-12-11T19:31:20.616157Z,25mbit,10mbit,800kbit,set_embb_25mbit,urllc_rtt=0.309,29600,30240,30240,240.6787395477295,0.30922889709472656,0.2799510955810547
2025-12-11T19:31:21.116750Z,25mbit,10mbit,800kbit,none,,11872,11232,11232,64.01686668395996,0.31299591064453125,0.2575874328613281
2025-12-11T19:31:21.616627Z,25mbit,10mbit,800kbit,none,,33072,33072,33072,64.07198905944824,0.3310203552246094,0.26421546936035156
2025-12-11T19:31:22.116352Z,25mbit,10mbit,800kbit,none,,10144,10144,10144,0.3548622131347656,0.2327442169189453,0.2315044403076172
2025-12-11T19:31:22.615970Z,25mbit,10mbit,800kbit,none,,32880,32880,32880,0.4244804382324219,0.2659797668457031,0.2262592315673828
2025-12-11T19:31:23.116273Z,50mbit,10mbit,800kbit,restore_embb_50mbit,urllc stable,10784,10784,10784,0.42724609375,0.26755332946777344,0.24662017822265625
2025-12-11T19:31:23.616211Z,50mbit,10mbit,800kbit,none,,30496,30496,30496,0.42786598205566406,0.27565956115722656,0.24814605712890625
2025-12-11T19:31:24.116419Z,50mbit,10mbit,800kbit,none,,14704,14704,14704,0.4364013671875,0.2826690673828125,0.2556324005126953
2025-12-11T19:31:24.616331Z,50mbit,10mbit,800kbit,none,,31792,31792,31792,0.4573822021484375,0.2659797668457031,0.2604961395263672
2025-12-11T19:31:25.116309Z,50mbit,10mbit,800kbit,none,,13872,13872,13872,0.3638744354248047,0.23713111877441406,0.2383708953857422
2025-12-11T19:31:25.615972Z,50mbit,10mbit,800kbit,none,,35888,35888,35888,0.45256614685058594,0.2349853515625,0.21948814392089844
2025-12-11T19:31:26.115968Z,50mbit,10mbit,800kbit,none,,11424,11424,11424,0.5067348480224609,0.2201080322265625,0.2327442169189453
2025-12-11T19:31:26.616186Z,50mbit,10mbit,800kbit,none,,43280,43280,43280,0.5084514617919922,0.2041339874267578,0.20804405212402344
2025-12-11T19:31:27.116140Z,50mbit,10mbit,800kbit,none,,15984,15984,15984,0.5295276641845703,0.2197265625,0.2109050750732422
2025-12-11T19:31:27.616551Z,50mbit,10mbit,800kbit,none,,33072,33072,33072,0.6678581237792969,0.2197742462158203,0.2140045166015625
2025-12-11T19:31:28.116320Z,10mbit,10mbit,800kbit,set_embb_10mbit,urllc_rtt=6.045,14704,14704,14704,0.6678581237792969,6.045007705688477,0.19435882568359375
2025-12-11T19:31:28.616061Z,10mbit,10mbit,800kbit,none,,8224,8224,8224,0.5804061889648438,6.044101715087891,0.1716136932373047
2025-12-11T19:31:29.116744Z,10mbit,10mbit,800kbit,none,,31760,31760,31760,35.47649383544922,6.048917770385742,0.17333030700683594
2025-12-11T19:31:29.616201Z,10mbit,10mbit,800kbit,none,,52048,52048,52048,35.419607162475586,6.039094924926758,0.1606464385986328
2025-12-11T19:31:30.116154Z,10mbit,10mbit,800kbit,none,,26816,26816,26816,55.18465042114258,6.663703918457031,0.15578269958496094
2025-12-11T19:31:30.616102Z,10mbit,10mbit,800kbit,none,,54496,54496,54496,55.0450325012207,0.8428573608398438,0.17490386962890625
2025-12-11T19:31:31.116129Z,10mbit,10mbit,800kbit,none,,27264,27264,27264,73.30832481384277,0.8467674255371094,0.18110275268554688
2025-12-11T19:31:31.616139Z,10mbit,10mbit,800kbit,none,,55520,55520,55520,38.3723258972168,0.8414268493652344,0.201416015625
2025-12-11T19:31:33.104270Z,10mbit,10mbit,800kbit,none,,33408,33408,33408,38.652753829956055,0.8414268493652344,1.1649608612060547
2025-12-11T19:31:33.757768Z,10mbit,10mbit,800kbit,none,,0,0,0,18.801069259643555,0.838470458984375,1.1679649353027344
2025-12-11T19:31:34.258315Z,50mbit,10mbit,800kbit,restore_embb_50mbit,urllc stable,52880,52880,52880,18.78504753112793,0.25353431701660156,1.1829376220703125
2025-12-11T19:31:34.758456Z,50mbit,10mbit,800kbit,none,,35680,35680,35680,0.5255699157714844,0.24971961975097656,1.1780738830566406
2025-12-11T19:31:35.258331Z,50mbit,10mbit,800kbit,none,,36240,36240,36240,0.6042957305908203,0.2707481384277344,1.1728763580322266
2025-12-11T19:31:35.758211Z,50mbit,10mbit,800kbit,none,,38320,38320,38320,0.3212451934814453,0.2661705017089844,0.21805763244628906
2025-12-11T19:31:36.258811Z,50mbit,10mbit,800kbit,none,,53584,53584,53584,0.3174304962158203,0.2720832824707031,0.22706985473632812
2025-12-11T19:31:36.758431Z,50mbit,10mbit,800kbit,none,,38624,38624,38624,0.3520488739013672,0.2200603485107422,0.21924972534179688
2025-12-11T19:31:37.258560Z,50mbit,10mbit,800kbit,none,,56608,56608,56608,0.44798851013183594,0.24232864379882812,0.21691322326660156
2025-12-11T19:31:37.758661Z,50mbit,10mbit,800kbit,none,,28288,28288,28288,0.3489971160888672,0.2162456512451172,0.23107528686523438
2025-12-11T19:31:38.258047Z,50mbit,10mbit,800kbit,none,,41264,41264,41264,0.34508705139160156,0.2392292022705078,0.25124549865722656
2025-12-11T19:31:38.758399Z,50mbit,10mbit,800kbit,none,,36128,36128,36128,0.42204856872558594,0.2399921417236328,0.23932456970214844
2025-12-11T19:31:39.258529Z,50mbit,10mbit,800kbit,none,,37856,37856,37856,0.4501819610595703,0.2499103546142578,0.228118896484375
2025-12-11T19:31:39.758649Z,10mbit,10mbit,800kbit,set_embb_10mbit,urllc_rtt=0.730,37600,37600,37600,0.3490924835205078,0.7297515869140625,0.3098487854003906
2025-12-11T19:31:43.544156Z,10mbit,10mbit,800kbit,none,,23008,23008,23008,1.3745307922363281,0.9058952331542969,0.3501415252685547
2025-12-11T19:31:43.703635Z,10mbit,10mbit,800kbit,none,,0,0,0,1.3798713684082031,0.9721755981445312,0.34422874450683594
2025-12-11T19:31:44.204531Z,10mbit,10mbit,800kbit,none,,27520,27520,27520,1.3267040252685547,0.9571075439453125,0.3342151641845703
2025-12-11T19:31:44.704657Z,10mbit,10mbit,800kbit,none,,0,0,0,1.2897968292236328,0.9584426879882812,0.33283233642578125
